job_title,company_name,location,post_Date,Qualifications,post_days_ago
Data Scientist,Bristol Myers Squibb,"Kansas City, MO",2 days ago,5+ years of experience; Strong programming skills in Python; Master's in Computer Science; Familiarity with cloud services,2
Statistician,Honeywell,"Birmingham, AL",26 days ago,Excellent problem-solving skills; PhD in Statistics,26
Data Engineer,Wells Fargo,"Virginia Beach, VA",20 days ago,Experience with SQL; Proficiency in data visualization tools,20
Business Analyst,American Express,"Pittsburgh, PA",21 days ago,Strong programming skills in Python; Ability to work in teams,21
Data Analyst,United Parcel Service,"Charlotte, NC",16 days ago,Knowledge of machine learning algorithms; Experience with SQL,16
Data Architect,eBay,"Pittsburgh, PA",26 days ago,Experience with Agile methodologies; Excellent problem-solving skills,26
Data Scientist,Square,"Detroit, MI",28 days ago,Proficiency in data visualization tools; Master's in Computer Science; PhD in Statistics; Familiarity with cloud services,28
Data Scientist,L3Harris Technologies,"Cleveland, OH",27 days ago,Excellent problem-solving skills; Experience in a fast-paced environment; 5+ years of experience; PhD in Statistics,27
Data Scientist,Microsoft,"Washington, D.C.",29 days ago,Familiarity with cloud services; Experience with Agile methodologies; Knowledge of statistical analysis; Experience in a fast-paced environment,29
Data Architect,General Motors,"Philadelphia, PA",17 days ago,Ability to work in teams; Experience with Agile methodologies; Proficiency in data visualization tools,17
Statistician,Thermo Fisher Scientific,"Louisville, KY",12 days ago,Experience with SQL; Knowledge of statistical analysis,12
Statistician,General Electric,"Denver, CO",27 days ago,Strong programming skills in Python; Familiarity with cloud services,27
Data Engineer,Visa,"Raleigh, NC",19 days ago,PhD in Statistics; Ability to work in teams,19
Research Scientist,Wells Fargo,"Cleveland, OH",16 days ago,Experience with big data technologies; Knowledge of machine learning algorithms; Familiarity with cloud services,16
Research Scientist,Snap Inc.,"Portland, OR",3 days ago,Strong analytical thinking; Knowledge of machine learning algorithms; Excellent problem-solving skills,3
Research Scientist,Salesforce,"Boston, MA",10 days ago,Familiarity with cloud services; Master's in Computer Science,10
Machine Learning Engineer,UnitedHealth Group,"Oklahoma City, OK",5 days ago,Strong communication skills; Familiarity with cloud services,5
Business Analyst,T. Rowe Price,"Sacramento, CA",11 days ago,Strong programming skills in Python; Experience with SQL,11
AI Researcher,Berkshire Hathaway,"Pittsburgh, PA",13 days ago,PhD in Statistics; Knowledge of statistical analysis; Knowledge of machine learning algorithms,13
Quantitative Analyst,AT&T,"Fresno, CA",30 days ago,Experience in a fast-paced environment; Familiarity with cloud services; Experience with SQL; Experience with big data technologies,30
Data Architect,Bank of America,"Boston, MA",16 days ago,Strong programming skills in Python; Master's in Computer Science; Knowledge of statistical analysis,16
Research Scientist,Intel,"Louisville, KY",30 days ago,Master's in Computer Science; Proficiency in data visualization tools; Strong analytical thinking,30
Research Scientist,Coinbase,"Goleta, CA",18 days ago,Strong analytical thinking; Proficiency in data visualization tools,18
Quantitative Analyst,American Airlines,"Houston, TX",22 days ago,Ability to work in teams; Experience with big data technologies; Master's in Computer Science,22
Machine Learning Engineer,T-Mobile,"Baltimore, MD",9 days ago,Excellent problem-solving skills; Master's in Computer Science,9
Research Scientist,AIG,"Phoenix, AZ",28 days ago,5+ years of experience; Familiarity with cloud services,28
Machine Learning Engineer,Berkshire Hathaway,"Phoenix, AZ",19 days ago,Strong communication skills; Experience in a fast-paced environment,19
Statistician,Starbucks,"Pittsburgh, PA",10 days ago,PhD in Statistics; Proficiency in data visualization tools,10
Research Scientist,General Motors,"Chicago, IL",11 days ago,5+ years of experience; Excellent problem-solving skills,11
Statistician,Snap Inc.,"San Diego, CA",22 days ago,Master's in Computer Science; Strong communication skills,22
Data Scientist,Marriott International,"Goleta, CA",11 days ago,Strong communication skills; Ability to work in teams; 5+ years of experience,11
Data Architect,T. Rowe Price,"Salt Lake City, UT",16 days ago,Strong communication skills; Experience with Agile methodologies,16
Data Architect,Thermo Fisher Scientific,"Pittsburgh, PA",15 days ago,Familiarity with cloud services; PhD in Statistics,15
Statistician,Booking Holdings,"Birmingham, AL",20 days ago,Experience in a fast-paced environment; Ability to work in teams; Master's in Computer Science; Strong programming skills in Python,20
AI Researcher,Intuit,"Pittsburgh, PA",12 days ago,Strong programming skills in Python; Proficiency in data visualization tools; Familiarity with cloud services; 5+ years of experience,12
Research Scientist,HP,"Raleigh, NC",14 days ago,Strong programming skills in Python; Experience with big data technologies; Familiarity with cloud services; Experience in a fast-paced environment,14
Statistician,Starbucks,"Kansas City, MO",5 days ago,Ability to work in teams; Strong programming skills in Python; Experience with big data technologies; 5+ years of experience,5
AI Researcher,PayPal,"Fresno, CA",8 days ago,5+ years of experience; Experience in a fast-paced environment,8
Data Analyst,Snap Inc.,"Miami, FL",11 days ago,PhD in Statistics; Strong communication skills,11
Data Analyst,Netflix,"Dallas, TX",5 days ago,Master's in Computer Science; Experience with SQL,5
Machine Learning Engineer,Meta,"Salt Lake City, UT",12 days ago,Experience with SQL; Knowledge of statistical analysis; Familiarity with cloud services; Experience with big data technologies,12
Research Scientist,Starbucks,"Kansas City, MO",23 days ago,Knowledge of machine learning algorithms; Familiarity with cloud services,23
Data Scientist,Chevron,"Virginia Beach, VA",2 days ago,Knowledge of statistical analysis; Familiarity with cloud services,2
Quantitative Analyst,Lockheed Martin,"Austin, TX",17 days ago,Knowledge of machine learning algorithms; 5+ years of experience,17
Data Engineer,Lowe's,"Virginia Beach, VA",25 days ago,Experience with SQL; Strong communication skills; Proficiency in data visualization tools; PhD in Statistics,25
Quantitative Analyst,Boeing,"New York, NY",16 days ago,Experience with SQL; Proficiency in data visualization tools; Strong communication skills,16
Data Architect,UnitedHealth Group,"Atlanta, GA",15 days ago,Knowledge of statistical analysis; Experience with SQL; Experience with big data technologies,15
Research Scientist,NVIDIA,"Detroit, MI",5 days ago,Experience with Agile methodologies; Strong analytical thinking,5
Data Engineer,Berkshire Hathaway,"Columbus, OH",20 days ago,Knowledge of machine learning algorithms; Experience with big data technologies; Strong analytical thinking,20
Machine Learning Engineer,Target,"Seattle, WA",22 days ago,Excellent problem-solving skills; Familiarity with cloud services; PhD in Statistics; Strong programming skills in Python,22
Statistician,Gilead Sciences,"Miami, FL",21 days ago,Proficiency in data visualization tools; Experience with SQL,21
Data Scientist,Zebra Technologies,"Oklahoma City, OK",15 days ago,5+ years of experience; Knowledge of statistical analysis; Strong communication skills,15
Statistician,Gilead Sciences,"Charlotte, NC",6 days ago,Experience with SQL; Knowledge of statistical analysis; Familiarity with cloud services,6
Business Analyst,Zebra Technologies,"Tampa, FL",6 days ago,Excellent problem-solving skills; 5+ years of experience; Master's in Computer Science,6
Machine Learning Engineer,AT&T,"Atlanta, GA",28 days ago,Experience with big data technologies; Familiarity with cloud services; Proficiency in data visualization tools,28
Data Engineer,Intel,"Houston, TX",24 days ago,5+ years of experience; Experience with big data technologies,24
AI Researcher,Gilead Sciences,"Dallas, TX",30 days ago,Knowledge of machine learning algorithms; Strong analytical thinking,30
Data Analyst,Adobe,"Long Beach, CA",14 days ago,Proficiency in data visualization tools; Excellent problem-solving skills; Experience with big data technologies; Strong analytical thinking,14
Machine Learning Engineer,Procter & Gamble,"Austin, TX",10 days ago,Excellent problem-solving skills; PhD in Statistics,10
Data Scientist,L3Harris Technologies,"Salt Lake City, UT",3 days ago,Familiarity with cloud services; Master's in Computer Science; Experience with Agile methodologies,3
Research Scientist,Amazon,"Denver, CO",1 days ago,PhD in Statistics; Experience with Agile methodologies; Experience in a fast-paced environment; Strong communication skills,1
Statistician,Bristol Myers Squibb,"Minneapolis, MN",8 days ago,Ability to work in teams; Knowledge of machine learning algorithms,8
Data Architect,Coca-Cola,"Kansas City, MO",1 days ago,Knowledge of statistical analysis; PhD in Statistics; Experience with big data technologies,1
AI Researcher,IBM,"Portland, OR",7 days ago,Knowledge of statistical analysis; Experience with Agile methodologies,7
Data Scientist,Bank of America,"Goleta, CA",19 days ago,Proficiency in data visualization tools; Experience with SQL; Knowledge of machine learning algorithms; Experience in a fast-paced environment,19
Business Analyst,Cisco,"Raleigh, NC",24 days ago,Familiarity with cloud services; 5+ years of experience,24
Research Scientist,Lockheed Martin,"New Orleans, LA",1 days ago,Strong communication skills; Strong programming skills in Python; Excellent problem-solving skills; Knowledge of machine learning algorithms,1
Machine Learning Engineer,Microsoft,"San Diego, CA",4 days ago,Experience in a fast-paced environment; PhD in Statistics; Knowledge of statistical analysis,4
Data Scientist,AT&T,"Miami, FL",21 days ago,Experience in a fast-paced environment; Knowledge of machine learning algorithms; Strong communication skills; Excellent problem-solving skills,21
Business Analyst,T. Rowe Price,"Birmingham, AL",27 days ago,Experience with Agile methodologies; Experience with big data technologies,27
Data Analyst,Amazon,"Phoenix, AZ",9 days ago,Strong communication skills; Experience in a fast-paced environment; Proficiency in data visualization tools; Strong analytical thinking,9
Data Scientist,American Express,"Tucson, AZ",17 days ago,Master's in Computer Science; Knowledge of machine learning algorithms; Ability to work in teams,17
Data Architect,Square,"Los Angeles, CA",4 days ago,Knowledge of machine learning algorithms; Master's in Computer Science; Strong programming skills in Python,4
Business Analyst,Netflix,"Tucson, AZ",1 days ago,Familiarity with cloud services; Proficiency in data visualization tools; Experience with big data technologies,1
Business Analyst,Chevron,"Kansas City, MO",23 days ago,Strong analytical thinking; Strong programming skills in Python; Experience with big data technologies; PhD in Statistics,23
Data Engineer,Morgan Stanley,"Minneapolis, MN",23 days ago,PhD in Statistics; Strong communication skills,23
Data Analyst,S&P Global,"Cleveland, OH",22 days ago,Strong analytical thinking; Experience with Agile methodologies; Excellent problem-solving skills,22
